পৰা	O
গুৱাহাটী	B-LOC
উদ্ধাৰ	O
কৰাৰ	O
পিছতো	O
ইয়াৰ	O
চোৱা	O
-	O
চিতা	O
কৰিছিল	O
।	O

দৈনিক	O
চাৰিখন	O
ৰেল	O
হাওৰা	B-FAC
ষ্টেচনৰ	I-FAC
পৰা	O
দিঘালৈ	B-LOC
যায়	O
।	O

১৮৯৭	B-DATE
চনৰ	I-DATE
ভূমিকম্পত	O
এই	O
মন্দিৰৰ	O
বিস্তৰ	O
ক্ষতি	O
সাধন	O
কৰিছিল	O
।	O

হ'লেও	O
সপেনীয়	O
সকলে	O
১৮২৪	B-DATE
চনলৈ	I-DATE
তেওঁলোকৰ	O
অধিকাৰ	O
এৰি	O
দিয়া	O
নাছিল	O
।	O

হোৱাইট	B-LOC
হাউচ	I-LOC
চাই	O
মেলি	O
আকৌ	O
আমেৰিকাৰ	B-LOC
ৰাজধানীৰ	O
ৰাজপথেৰে	O
বাট	O
বুলিছো	O
।	O

কিছুমান	O
ডাঙৰ	O
ডাঙৰ	O
গছ	O
-	O
গছনিৰে	O
আৱৰি	O
থকা	O
এটা	O
বিৰাট	O
অঞ্চল	O
থকাৰ	O
প্ৰতি	O
লক্ষ্য	O
ৰাখি	O
এইটোৱেই	O
ঐতিহাসিক	O
লেটেকুপুখুৰী	B-LOC
বুলি	O
চিহ্নিত	O
হৈছিল	O
।	O

ছিৰিয়াৰ	B-LOC
বাতাবৰণ	O
স্নিগ্ধ	O
,	O
ই	O
মদ্যপ্ৰাচ্যৰ	B-LOC
প্ৰাচীন	O
সভ্যতাৰ	O
এখন	O
কেন্দ্ৰভূমি	O
আৰু	O
ইয়াৰ	O
ৰন্ধনশৈলী	O
সকলো	O
পৰ্যটকৰে	O
ৰুচিপূৰ্ণ	O
বুলিও	O
তেওঁলোকে	O
কৈছিল	O
।	O

৪৫.৫৬৮	O
বৰ্গ	O
কি:মি:	O
জুৰি	O
থকা	O
চক্ৰশিলা	B-LOC
অভয়াৰণ্যৰ	I-LOC
পৰা	O
কোকৰাঝাৰ	B-LOC
নগৰৰ	O
দূৰত্ব	O
৬	O
কি:মি:	O
আৰু	O
ধুবুৰী	B-LOC
নগৰৰ	O
দূৰত্ব	O
৬৮	O
কি:মি:	O
।	O

পেৰুলৈ	B-LOC
গৈছিলো	O
তাৰ	O
জনস্বাস্থ্যৰ	O
বিষয়	O
কিঞ্চিত	O
জানিবলৈ	O
।	O

এইবাবেই	O
পবিতৰা	B-LOC
অভয়াৰণ্য	I-LOC
দেশী	O
-	O
বিদেশী	O
পৰ্যটকৰ	O
বাবে	O
আকৰ্ষণীয়	O
স্থল	O
হৈ	O
পৰিছে	O
।	O

বলিভিয়াত	B-LOC
কাম	O
কৰি	O
থাকোতে	O
জনস্বাসথ্যৰ	O
প্ৰতি	O
তেওঁ	O
আকষিৰ্ত	O
হয়	O
।	O

উত্তৰ	B-LOC
-	I-LOC
পূৰ্বাঞ্চলৰ	I-LOC
প্ৰধান	O
নগৰ	O
গুৱাহাটী	I-LOC
উত্তৰ	O
-	O
পূবৰ	O
কেন্দ্ৰ	O
হিচাপে	O
যিমান	O
গুৰুত্বপূৰ্ণ	O
,	O
সিমানেই	O
গুৰুত্বপূৰ্ণ	O
সাংস্কৃতিক	O
দৃষ্টিকোণৰ	O
পৰাও	O
।	O

গোলাঘাট	B-LOC
চহৰৰ	O
একেবাৰে	O
নিকটবৰ্তী	O
হোৱা	O
কাৰণে	O
পৰ্যটকসকলৰ	O
কাৰণে	O
থকা	O
-	O
খোৱাৰ	O
সুন্দৰ	O
ব্যৱস্থা	O
গোলাঘাট	B-LOC
চহৰতে	O
কৰিব	O
পৰা	O
যায়	O
আৰু	O
গেষ্ট	O
হাউছৰ	O
সুবিধা	O
পৰ্যটকসকলে	O
সুন্দৰভাৱে	O
উপভোগ	O
কৰিব	O
পাৰে	O
।	O

বেঁকীৰ	B-LOC
এই	O
নিৰ্দশ	O
গতি	O
অব্যাহত	O
থাকিলে	O
মথনগুৰিৰ	B-LOC
ঐতিহ্যময়	O
আপাৰ	O
বাংলো	O
যে	O
নৈৰ	O
বুকুত	O
জাহ	O
যাব	O
সেয়া	O
নিশ্চিত	O
।	O

দৰাচলত	O
ৰঘুনাথ	B-LOC
মন্দিৰ	I-LOC
প্ৰাংগণত	O
সাতোটা	O
বেলগ	O
বেলেগ	O
চূড়া	O
দেখিবলৈ	O
পোৱা	O
য়ায	O
।	O

২০০৪	B-DATE
চনত	I-DATE
অভয়াৰণ্য	O
হিচাপে	O
স্বীকৃতি	O
লাভ	O
কৰা	O
বৰাইল	B-LOC
অভয়াৰণ্য	I-LOC
অসমৰ	B-LOC
ভিতৰত	O
আটাইতকৈ	O
উচ্চ	O
অঞ্চলত	O
অৱস্থিত	O
অভয়াৰণ্য	O
।	O

ৰাইমনা	B-LOC
ৰাষ্ট্ৰীয়	I-LOC
উদ্যান	I-LOC
হৈছে	O
অসমৰ	B-LOC
ষষ্ঠখন	O
ৰাষ্ট্ৰীয়	O
উদ্যান	O
।	O

ট্ৰেইনৰ	O
পৰা	O
নামি	O
আমি	O
এখন	O
টেস্কি	O
লৈ	O
জন্মুৰ	B-LOC
মেইন	O
মাৰ্কেটলৈ	O
ঢাপলি	O
মেলিলোঁ	O
।	O

শংকৰদেৱে	B-PER
প্ৰতিষ্ঠা	O
কৰা	O
গাংমৌ	B-LOC
থানখন	I-LOC
আনুমানিক	O
১৯২৭	B-DATE
-	I-DATE
১৯২৮	I-DATE
চনমানতে	I-DATE
খহনীয়াৰ	O
ফলত	O
ব্ৰহ্মপুত্ৰৰ	B-LOC
বুকুত	O
জাহ	O
যায়	O
।	O

তেজপুৰ	B-LOC
নগৰৰ	O
আন	O
এক	O
পবিত্ৰ	O
স্থান	O
হৈছে	O
কেতেকেশ্বৰ	B-LOC
বা	O
স্থানীয়	O
ৰাইজৰ	O
পৰিচিত	O
থিয়	O
শিলা	O
।	O

সুন্দৰীদিয়া	B-LOC
সত্ৰ	I-LOC
অসমৰ	B-LOC
মহাপুৰুষীয়া	O
নৱবৈষ্ণৱ	O
ধৰ্মৰ	O
চাৰি	O
সংহতিৰ	O
ভিতৰৰ	O
নিকা	O
সংহতিৰ	O
এক	O
সত্ৰ	O
।	O

কৰ্ণাটকৰ	B-LOC
মাডিবোৰি	B-LOC
জিলাৰ	O
অন্তৰ্গত	O
ঠাইখন	O
সাগৰ	O
পৃষ্ঠৰ	O
পৰা	O
১৫২৫	O
মিটাৰ	O
উচ্চতাত	O
অৱস্থিত	O
।	O

নাইডু	O
নগৰ	O
হৈ	O
পৰাৰ	O
আগতে	O
হায়দৰাবাদ	B-LOC
আছিল	O
নিজাম	O
নগৰ	O
।	O

পবিতৰা	B-LOC
নামটোৰ	O
উৎপত্তি	O
সম্পৰ্কে	O
কেবাটাও	O
ব্যাখ্যা	O
পোৱা	O
যায়	O
।	O

কমলাবাৰী	B-LOC
সত্ৰৰ	I-LOC
নাও	O
শিল্প	O
পৰ্যটকৰ	O
বাবে	O
আকৰ্ষণৰ	O
কেন্দ্ৰবিন্দু	O
।	O

তিৰুমালা	B-LOC
পৰ্বতৰ	I-LOC
শিখৰত	O
অৱস্থিত	O
মন্দিৰটোৰ	O
চাৰাওফালে	O
পৰ্বতেৰে	O
আবৃত	O
সেউজীয়া	O
পৰিৱেশ	O
।	O

এওঁলোকৰ	O
ভিতৰত	O
সংখ্যাধিক	O
জনজাতীয়	O
জনগোষ্ঠীকেইটা	O
হ'ল	O
-	O
ডিমাছা	B-MISC
,	O
জেমি	B-MISC
-	O
নগা	B-MISC
,	O
মাৰ	B-MISC
,	O
কুকি	B-MISC
,	O
বিয়াটে	B-MISC
,	O
ৰংখল	B-MISC
,	O
খেলমা	B-MISC
,	O
জয়ন্তীয়া	B-MISC
,	O
কাৰ্বি	B-MISC
,	O
আৰু	O
ভাইফেই	B-MISC
।	O

প্ৰাচীন	O
অসংখ্য	O
মন্দিৰ	O
আৰু	O
দেৱালয়	O
আদিয়ে	O
গুৱাহাটীক	B-LOC
এখন	O
মন্দিৰ	O
নগৰীৰ	O
পৰিচয়েৰেও	O
চিহ্নিত	O
কৰিছে	O
।	O

আহোম	B-MISC
ৰজা	O
প্ৰমত্ত	B-PER
সিংহই	I-PER
১৭৪৪	B-DATE
চনত	I-DATE
শুক্ৰেশ্বৰ	B-LOC
মন্দিৰ	I-LOC
নিৰ্মাণ	O
কৰিছিল	O
।	O

কেইসপ্তাহমানৰ	O
আগতে	O
পৰিবাৰসহ	O
শ্ৰীলংকা	B-LOC
নামৰ	O
ক্ষুদ্ৰ	O
দ্বীপৰাষ্ট্ৰ	O
হিচাপে	O
পৰ্যটক	O
হিচাপে	O
দহদিনমানৰ	O
কাৰণে	O
গৈছিলোঁ	O
।	O

হোলোঙাপাৰ	B-LOC
গিবন	I-LOC
অভয়াৰণ্য	I-LOC
আৰু	O
নাগালেণ্ডৰ	B-LOC
নিকটৱৰ্তী	O
হাবি	O
দিছৈ	B-LOC
উপত্যকা	I-LOC
সংৰক্ষিত	I-LOC
বনাঞ্চলৰ	I-LOC
মাজৰ	O
ঠাইখিনি	O
দিছৈ	B-LOC
,	O
কঁঠালগুৰি	B-LOC
আৰু	O
হোলোংগুৰিৰ	B-LOC
চাহ	O
বাগিছা	O
কেইখনমানে	O
অধিকাৰ	O
কৰি	O
আছে	O
।	O

১৯১৬	B-DATE
চনত	I-DATE
ইয়াক	O
অভয়াৰণ্য	O
ঘোষণা	O
কৰা	O
হয়	O
।	O

১৭৩৯	B-DATE
চনত	I-DATE
বদন	B-PER
বৰফুকনে	I-PER
গা	O
ধুবলৈ	O
যাওঁতে	O
ৰূপসিং	B-PER
বঙালে	I-PER
তেওঁক	O
হত্যা	O
কৰিছিল	O
।	O

আন	O
কোনোৱে	O
আকৌ	O
বাণ	B-PER
ৰজাৰ	O
জ্যেষ্ঠ	O
পুত্ৰ	O
ইন্দ্ৰদমনকেই	B-PER
দ'দান	B-PER
বুলিও	O
বিশ্বাস	O
কৰে	O
।	O

এই	O
গৰাকী	O
ৰাজমাওৰ	O
নাম	O
আছিল	O
বগী	B-PER
।	O

তাৰপাছতে	O
দেখা	O
য়ায	O
দুযোফালে	O
দুটা	O
বেলেগ	O
বেলেগ	O
কোঠাত	O
গণেশ	B-PER
আৰু	O
কাৰ্তিকৰ	B-PER
মাৰ্বলৰ	O
প্ৰতিমূৰ্তি	O
।	O

মাইবঙৰ	B-LOC
নামটো	O
ডিমাছা	B-MISC
ভাষাৰ	O
দুটা	O
শব্দ	O
মাই	O
আৰু	O
বাং	O
মিলি	O
হোৱা	O
বুলি	O
জনা	O
যায়	O
,	O
যাৰ	O
অৰ্থ	O
হ'ল	O
যথেষ্ট	O
খাদ্য	O
।	O

গুৱাহাটীৰ	B-LOC
পৰা	O
প্ৰায়	O
৫০০	O
কি:মি:	O
দূৰত্বত	O
তিনিচুকীয়া	B-LOC
চহৰ	O
অৱস্থিত	O
।	O

১৯৮২	B-DATE
চনত	I-DATE
ইয়াৰ	O
এখন	O
উদ্ভিদ	O
উদ্যান	O
স্থাপন	O
কৰা	O
হয়	O
।	O

ভাৰতবৰ্ষৰ	B-LOC
বিভিন্ন	O
স্থানৰ	O
লগত	O
ব্ৰডগ'জ	O
লাইনৰ	O
দ্বাৰা	O
তিনিচুকীয়ালৈ	B-LOC
ৰেল	O
পৰিবহণৰ	O
সু	O
-	O
ব্যৱস্থা	O
আছে	O
।	O

আনহাতে	O
আন	O
এক	O
প্ৰবাদ	O
মতে	O
অভিমন্যু	B-PER
বধৰ	O
পাছত	O
শ্ৰীকৃষ্ণই	B-PER
অৰ্জুনক	B-PER
সপ্তদললৈ	B-LOC
লৈ	O
আনিছিল	O
।	O

উমানন্দ	B-LOC
নাম	O
উমা	O
আৰু	O
আনন্দ	O
এই	O
দুই	O
শব্দৰে	O
গঠিত	O
।	O

১৪	B-DATE
ফেব্ৰুৱাৰী	I-DATE
ৰবিবৰীয়া	O
পুৱা	O
।	O

তলাতল	B-LOC
ঘৰত	I-LOC
মাটিৰ	O
তলত	O
দুটা	O
গোপন	O
সুৰংগ	O
আছিল	O
।	O

অনিল	B-PER
সুদক্ষ	O
পদ	O
-	O
প্ৰদৰ্শক	O
।	O

লোকবিশ্বাস	O
মতে	O
ইয়াৰ	O
মূল	O
শিৱলিংগটো	O
১৯	B-DATE
শতিকাত	I-DATE
পাহাৰৰ	O
কাষতে	O
স্থাপিত	O
বাবা	B-LOC
থান	I-LOC
মন্দিৰলৈ	I-LOC
স্থানান্তৰ	O
কৰা	O
হৈছিল	O
।	O

নৰ্থব্ৰুক	B-PER
গেট	I-PER
১৮৭৪	B-DATE
চনত	I-DATE
গুৱাহাটীত	B-LOC
,	O
ব্ৰিটিছ	O
ভাইছৰয়	O
ল'ৰ্ড	B-PER
নৰ্থব্ৰুকক	I-PER
গুৱাহাটীত	B-LOC
আদৰাৰ	O
অৰ্থে	O
নিৰ্মাণ	O
কৰা	O
হৈছিল	O
।	O

সেই	O
সময়ত	O
দক্ষিণ	B-LOC
আমেৰিকাত	I-LOC
কোকা	O
গছৰ	O
পাত	O
বিষনাশক	O
গুণৰ	O
নিজৰ	O
ওপৰতে	O
পৰীক্ষা	O
কৰিলে	O
।	O

টিজু	B-LOC
,	O
গ্লো	B-LOC
লেক	I-LOC
,	O
পৰশুৰামকুণ্ডই	B-LOC
পৰ্যটকক	O
ৰিঙিয়াই	O
মাতে	O
।	O

ভাৰতবৰ্ষ	B-LOC
এখন	O
ভোগবাদীৰ	O
দেশ	O
।	O

১৮৮১	B-DATE
চনত	I-DATE
প্ৰতিষ্ঠিত	O
এই	O
বনাঞ্চলৰ	O
সীমা	O
পাটকাই	B-LOC
পৰ্বতৰ	I-LOC
পাদদেশলৈকে	O
বিস্তৃত	O
আছিল	O
।	O

দুলিয়ান	O
দিয়া	O
,	O
ওলোটাখৰ	O
দিয়া	O
আদি	O
ভিন্ন	O
ভংগীৰে	O
শিৱৰ	B-PER
সন্তুষ্টিৰ	O
বাবে	O
অংগৰে	O
পূজা	O
কৰি	O
নৰ্তকীসকল	O
ভাগৰি	O
পৰে	O
আৰু	O
প্ৰভুৰ	O
চৰণত	O
পৰি	O
বন্দনা	O
কৰে	O
।	O

পিছে	O
সেই	O
ষষ্ঠদশ	O
শতিকাতে	O
গোলকোণ্ডাত	B-LOC
বৰ্ষণ	O
জল	O
-	O
কৰ্ষণৰ	O
ব্যৱস্থা	O
কৰা	O
হৈছিল	O
।	O

এটা	O
সৰু	O
কীৰ্তিস্তম্ভৰ	O
লগতে	O
মন্দিৰটো	O
থকা	O
অসমত	B-LOC
এইটোৱে	O
একমাত্ৰ	O
ভাস্কৰ্য্য	O
।	O

মন্দিৰ	O
চৌহদত	O
থকা	O
পুখুৰীৰ	O
মাজমজিয়াত	O
সু	O
-	O
উচ্চ	O
মহাদেৱৰ	B-PER
মূৰ্তি	O
এটিও	O
আছে	O
।	O

সাতসৰীৰ	O
পাতত	O
ধাৰাবাহিকভাৱে	O
প্ৰকাশিত	O
অৰণ্য	O
ভ্ৰমণৰ	O
অভিজ্ঞতাৰ	O
সৌমদ্বীপ	B-PER
দত্তৰ	I-PER
নামচাঙৰ	B-MISC
অন্তেষপুৰ	I-MISC
এক	O
অনুপম	O
ৰচনা	O
।	O

ভিজাগৰ	B-LOC
পৰা	O
১৬	O
কি:মি:	O
দূৰত্বত	O
অৱস্থিত	O
সিংহলেম	B-LOC
মন্দিৰ	I-LOC
পৰ্যটকৰ	O
বাবে	O
অতি	O
বিতোপন	O
আৰু	O
পবিত্ৰ	O
ঠাই	O
।	O

আমেৰিকা	B-LOC
আৰু	O
ইউৰোপৰ	B-LOC
দেশ	O
সমূহলৈ	O
যিমান	O
ভাৰতীয়	B-MISC
মানুহ	O
যায়	O
,	O
দক্ষিণ	B-LOC
আমেৰিকাৰ	I-LOC
দেশবোৰলৈ	O
সিমান	O
নাহে	O
।	O

পেপেই	B-LOC
কলে	O
এইটো	O
বলিভিয়ালৈ	B-LOC
গৈছে	O
আৰু	O
এইটো	O
ব্ৰাজিললৈ	B-LOC
।	O

দুয়োখন	O
ঠাইৰ	O
পৰা	O
নৌ	O
পথেৰেও	O
এদিনৰ	O
দূৰত্বত	O
আন্দামান	B-LOC
নিকোবৰ	I-LOC
দ্বীপপুঞ্জ	I-LOC
পাব	O
পাৰি	O
।	O

ইংলিজ	B-LOC
চেনেল	I-LOC
জাহাজেৰে	O
পাৰ	O
হৈ	O
আহিছিলোঁ	O
।	O

তদানীন্তন	O
অসমৰ	B-LOC
ৰাজ্যপাল	O
জনকী	B-PER
বল্লভ	I-PER
পটনায়কে	I-PER
এই	O
মন্দিৰ	O
স্থাপনত	O
বিশেষ	O
অৱদান	O
আগবঢ়াইছিল	O
।	O

মাজুলীৰ	B-LOC
অন্যতম	O
ধৰ্মীয়	O
কেন্দ্ৰ	O
হিচেপেও	O
চামগুৰি	B-LOC
সত্ৰ	I-LOC
বিখ্যাত	O
।	O

মাঘনোৱা	B-LOC
দ'ল	I-LOC
অসমৰ	B-LOC
লখিমপুৰ	B-LOC
জিলাৰ	O
নাৰায়ণপুৰৰ	B-LOC
ফুলবাৰী	B-LOC
গাঁৱত	O
অৱস্থিত	O
এটা	O
দ'ল	O
।	O

আইতা	O
ঢকুৱাখনাত	B-LOC
থকা	O
পেহীৰ	O
ঘৰলৈ	O
গৈছে	O
।	O

মাঘনোৱা	B-LOC
বিলৰ	I-LOC
কালি	O
৮৯/১৮	O
লোচা	O
।	O

মাজুলীৰ	B-LOC
সমতলভূমিৰ	O
আকাৰ	O
এটা	O
শিলিখা	O
ফলৰ	O
দৰে	O
।	O

পোনতে	O
এই	O
স্থানৰ	O
মাটিখিনি	O
জনৈক	O
কালিপদ	B-PER
সেন	I-PER
নামৰ	O
বঙালী	O
ভদ্ৰলোক	O
এজনৰ	O
আছিল	O
।	O

ছিংগাপুৰত	B-LOC
সাগৰৰ	O
ভূমি	O
বাসোপযোগী	O
কৰাৰ	O
কাম	O
এতিয়াও	O
চলি	O
আছে	O
।	O

কমলবাৰী	B-LOC
সত্ৰ	I-LOC
মাজুলীত	B-LOC
অৱস্থিত	O
।	O

জন্মুক	B-LOC
ডোগাৰ	O
বুলিও	O
কোৱা	O
হয়	O
।	O

হাতী	O
,	O
বাঘ	O
,	O
মহ	O
,	O
হৰিণা	O
,	O
বিভিন্	O
প্ৰজাতিৰ	O
বান্দৰ	O
আদিৰ	O
বাবে	O
কাজিৰঙা	B-LOC
জনপ্ৰিয়	O
।	O

ইন্দিৰা	B-LOC
গান্ধী	I-LOC
জুলজিকেল	I-LOC
পাৰ্কখন	I-LOC
ৰাষ্ট্ৰীয়	O
ঘাই	O
পথৰ	O
মাজতে	O
অৱস্থিত	O
।	O

সংৰক্ষিত	O
অঞ্চলটো	O
২০৬	O
হেক্টৰ	O
মাটিৰে	O
আৰম্ভ	O
হৈছিল	O
আৰু	O
১৮৯৬	B-DATE
চনত	I-DATE
কিছুমান	O
ঠাই	O
অসংৰক্ষিত	O
কৰাৰ	O
পিছত	O
অঞ্চলটো	O
সৰু	O
হৈ	O
পৰে	O
।	O

উত্তৰ	B-LOC
প্ৰদেশৰ	I-LOC
সেউজ	O
আবৃত্ত	O
এই	O
ঠাইখনলৈ	O
যোৱাটো	O
গ্ৰীষ্মত	O
আপোনাৰ	O
কাৰণে	O
হ'ব	O
এক	O
অনন্য	O
অভিজ্ঞতা	O
।	O

আমাৰ	O
পিনবোৰ	O
গোল	O
হোৱাৰ	O
বপিৰীতে	O
আমেৰিকাৰ	B-LOC
পিনবোৰ	O
চেপেতা	O
।	O

দ্বিতীয়	O
বিশ্বযুদ্ধৰ	O
সময়ত	O
বৃটিছ	O
আৰু	O
জাপানী	O
সৌন্যৰ	O
যুঁজৰ	O
স্মৃতি	O
বিচৰিত	O
ৰেডহিলো	B-LOC
অন্যতম	O
আকৰ্ষণীয়	O
পৰ্যটন	O
কেন্দ্ৰ	O
সমূহৰ	O
ভিতৰত	O
ৱাৰ	B-LOC
চিমেন্ট্ৰি	I-LOC
,	O
খংগামপট	B-LOC
আৰ্কিড	I-LOC
উদ্যান	I-LOC
,	O
বন্যপ্ৰীণী	B-LOC
উদ্যান	I-LOC
আদিবোৰ	O
সমানে	O
আকৰ্ষণীয়	O
আৰু	O
দৰ্শনীয়	O
ঠাই	O
।	O

খুব	O
কথা	O
পাতিলো	O
হিন্দী	B-MISC
আৰু	O
ইংৰাজী	B-MISC
দুয়োটা	O
ভাষাতে	O
।	O

উল্লেখ্য	O
যে	O
চানডুবিৰ	B-LOC
প্ৰাকৃতিক	O
নৈসৰ্গিক	O
দৃশ্য	O
উপভোগ	O
কৰিবৰ	O
বাবে	O
প্ৰতিবছৰে	O
শীতকালৰ	O
সময়খিনিত	O
হেজাৰ	O
হেজাৰ	O
প্ৰকৃতিপ্ৰেমীৰে	O
ঠাহ	O
খাই	O
জনঅৰণ্য	O
পৰিণত	O
হৈ	O
আহিছে	O
যদিও	O
চৰকাৰৰ	O
চৰম	O
অৱহেলাৰ	O
বাবে	O
আজিও	O
পৰ্যটন	O
ক্ষেত্ৰত	O
যাৱতীয়	O
সা	O
-	O
সুবিধাসমূহ	O
উপলব্ধ	O
হৈ	O
উঠা	O
নাই	O
।	O

হিন্দুস্থান	B-ORG
মেচিন	I-ORG
টুলছৰ	I-ORG
কৰ্তৃক্ষই	O
আমাক	O
চাহ	O
আৰু	O
ৰাজস্থানৰ	B-LOC
মিঠাইৰে	O
আপ্য়ায়ন	O
কৰিছিল	O
।	O

এই	O
মন্দিৰটো	O
তিৰুপতিৰ	B-LOC
পৰা	O
১২	O
কি:মি:	O
নিলগৰ	O
তিৰুপতি	B-LOC
-	I-LOC
মডনেপাল্লী	I-LOC
পথত	I-LOC
অৱস্থিত	O
।	O

পৰিৱৰ্তনৰ	O
ঢৌৱে	O
পুৰুষ	O
-	O
মহিলাৰ	O
সাজ	O
-	O
পোছাকলৈও	O
পৰিবৰ্তন	O
আনিলেও	O
ভিয়েটনামীসকলে	B-MISC
চুটি	O
কাপোৰ	O
পৰিধান	O
কৰাটো	O
ভাল	O
নাপায়	O
।	O

আমবাৰীৰ	B-LOC
খননকাৰ্যত	O
ষষ্ঠ	O
খ্ৰীষ্টাব্দত	O
নগৰখনৰ	O
অৱস্থিতিৰ	O
কথা	O
জানিব	O
পৰা	O
গৈছে	O
।	O

আহোম	O
স্বৰ্গদেউ	O
প্ৰতাপ	B-PER
সিংহই	I-PER
দেৰগাঁৱৰ	B-LOC
মন্দিৰ	O
সজোৱাৰ	O
আগতে	O
দেৰগাঁৱৰ	B-LOC
গেলাবিল	B-LOC
নৈৰ	O
কাষতে	O
মহাদেৱৰ	B-PER
এটা	O
মন্দিৰ	O
সাজিছিল	O
।	O

হাতীমূৰা	B-LOC
মন্দিৰ	I-LOC
হিন্দু	B-MISC
ধৰ্মাৱলম্বী	O
লোকসকলৰ	O
পৱিত্ৰ	O
উপাসনাস্থল	O
।	O

সেইবাৰ	O
আমাৰ	O
মহীশূৰত	B-LOC
আছিল	O
।	O

এই	O
ঠাইখন	O
বশিষ্ঠ	B-PER
মুনিৰ	I-PER
আশ্ৰম	O
আছিল	O
।	O

কেৱল	O
অল	B-LOC
-	I-LOC
অ'চিন	I-LOC
মুস্কাতৰ	I-LOC
মুথিশ্বৱাৰ	B-LOC
মন্দিৰ	I-LOC
,	O
মুট্ৰাৰহৰ	B-LOC
শিৱমন্দিৰ	O
আৰু	O
দাৰছেইটত	B-LOC
থকা	O
হিন্দু	B-MISC
মন্দিৰকেইটাহে	O
বাকী	O
ৰৈছিলগৈ	O
।	O

সেই	O
শতিকাৰে	O
শেষভাগত	O
নাগশংকৰ	B-PER
বা	O
নগাক্ষ	B-PER
ৰজাই	O
এই	O
মন্দিৰত	O
নিয়মিত	O
পূজা	O
অৰ্চনা	O
কৰিছিল	O
বুলি	O
জনা	O
যায়	O
।	O

পাখামেলাইদি	B-LOC
আহিছেই	O
গৰুড়	B-LOC
মন্দিৰত	I-LOC
অৱশ্যে	O
সোমোৱা	O
পোহনীয়া	O
বৰ	O
-	O
বৰ	O
মাছ	O
